1,5.972,1415098716,user_group-1,5.784441,,{'Load_Front_Page': 0.5980000495910645, 'Delete': 1.1740000247955322}
2,6.034,1415098716,user_group-2,5.846836,,{'Load_Front_Page': 0.625, 'Delete': 1.2109999656677246}
3,6.085,1415098716,user_group-1,5.891306,,{'Load_Front_Page': 0.627000093460083, 'Delete': 1.250999927520752}
4,6.183,1415098716,user_group-2,5.995634,,{'Load_Front_Page': 0.6400001049041748, 'Delete': 1.3399999141693115}
5,6.232,1415098716,user_group-2,6.021500,,{'Load_Front_Page': 0.6649999618530273, 'Delete': 1.3429999351501465}
6,6.298,1415098717,user_group-2,6.083498,,{'Load_Front_Page': 0.7119998931884766, 'Delete': 1.3559999465942383}
7,6.472,1415098717,user_group-1,6.272105,,{'Load_Front_Page': 0.7639999389648438, 'Delete': 1.496000051498413}
8,6.491,1415098717,user_group-1,6.279523,,{'Load_Front_Page': 0.875, 'Delete': 1.3910000324249268}
9,6.529,1415098717,user_group-2,6.338973,,{'Load_Front_Page': 0.8810000419616699, 'Delete': 1.440999984741211}
10,6.535,1415098717,user_group-2,6.336679,,{'Load_Front_Page': 0.8000001907348633, 'Delete': 1.5150001049041748}
11,6.587,1415098717,user_group-2,6.380544,,{'Load_Front_Page': 0.7899999618530273, 'Delete': 1.571000099182129}
12,6.612,1415098717,user_group-2,6.416985,,{'Load_Front_Page': 0.8549997806549072, 'Delete': 1.5499999523162842}
13,7.011,1415098717,user_group-1,6.813881,,{'Load_Front_Page': 1.49399995803833, 'Delete': 1.2979998588562012}
14,7.035,1415098717,user_group-1,6.832496,,{'Load_Front_Page': 1.4739999771118164, 'Delete': 1.3369998931884766}
15,7.077,1415098717,user_group-1,6.870101,,{'Load_Front_Page': 1.5280001163482666, 'Delete': 1.3280000686645508}
16,7.171,1415098717,user_group-2,6.968611,,{'Load_Front_Page': 1.4920001029968262, 'Delete': 1.4570000171661377}
17,7.415,1415098718,user_group-1,7.224659,,{'Load_Front_Page': 0.6830000877380371, 'Delete': 2.5309998989105225}
18,9.002,1415098719,user_group-1,8.815425,,{'Load_Front_Page': 2.0209999084472656, 'Delete': 2.7860000133514404}
19,10.071,1415098720,user_group-2,9.889268,,{'Load_Front_Page': 1.0380001068115234, 'Delete': 4.838000059127808}
20,10.119,1415098720,user_group-1,9.937200,,{'Load_Front_Page': 0.6990001201629639, 'Delete': 5.2230000495910645}
21,11.721,1415098722,user_group-1,5.748099,,{'Load_Front_Page': 0.5740001201629639, 'Delete': 1.1629998683929443}
22,11.905,1415098722,user_group-1,5.820038,,{'Load_Front_Page': 0.6029999256134033, 'Delete': 1.2089998722076416}
23,11.959,1415098722,user_group-2,5.775521,,{'Load_Front_Page': 0.5769999027252197, 'Delete': 1.192000150680542}
24,12.065,1415098722,user_group-2,6.030027,,{'Load_Front_Page': 0.5900001525878906, 'Delete': 1.4279999732971191}
25,12.106,1415098722,user_group-2,5.807504,,{'Load_Front_Page': 0.5959999561309814, 'Delete': 1.2019999027252197}
26,12.215,1415098722,user_group-2,5.982487,,{'Load_Front_Page': 0.5460000038146973, 'Delete': 1.4279999732971191}
27,12.281,1415098722,user_group-1,5.204674,,{'Load_Front_Page': 0.5769999027252197, 'Delete': 0.6170001029968262}
28,12.358,1415098723,user_group-1,5.886045,,{'Load_Front_Page': 0.5789999961853027, 'Delete': 1.2960000038146973}
29,12.400,1415098723,user_group-1,5.909578,,{'Load_Front_Page': 0.6529998779296875, 'Delete': 1.24399995803833}
30,12.410,1415098723,user_group-2,5.881269,,{'Load_Front_Page': 0.625999927520752, 'Delete': 1.244999885559082}
31,12.474,1415098723,user_group-2,5.861578,,{'Load_Front_Page': 0.6440000534057617, 'Delete': 1.2030000686645508}
32,12.496,1415098723,user_group-2,5.909644,,{'Load_Front_Page': 0.6319999694824219, 'Delete': 1.2660000324249268}
33,12.543,1415098723,user_group-2,6.007597,,{'Load_Front_Page': 0.6570000648498535, 'Delete': 1.3389999866485596}
34,12.547,1415098723,user_group-2,5.376825,,{'Load_Front_Page': 0.5830001831054688, 'Delete': 0.7799999713897705}
35,12.955,1415098723,user_group-1,5.944076,,{'Load_Front_Page': 0.6130001544952393, 'Delete': 1.315000057220459}
36,13.012,1415098723,user_group-1,5.976094,,{'Load_Front_Page': 0.5929999351501465, 'Delete': 1.3660001754760742}
37,13.220,1415098723,user_group-1,5.804848,,{'Load_Front_Page': 0.5720000267028809, 'Delete': 1.2220001220703125}
38,14.788,1415098725,user_group-1,5.785517,,{'Load_Front_Page': 0.5870001316070557, 'Delete': 1.188999891281128}
39,15.951,1415098726,user_group-2,5.880398,,{'Load_Front_Page': 0.5720000267028809, 'Delete': 1.2899999618530273}
40,15.964,1415098726,user_group-1,5.845372,,{'Load_Front_Page': 0.5430002212524414, 'Delete': 1.2929999828338623}
41,17.479,1415098728,user_group-1,5.197956,,{'Load_Front_Page': 0.5779998302459717, 'Delete': 0.6110000610351562}
42,17.513,1415098728,user_group-1,5.791311,,{'Load_Front_Page': 0.5709998607635498, 'Delete': 1.2090001106262207}
43,17.619,1415098728,user_group-2,5.208885,,{'Load_Front_Page': 0.5910000801086426, 'Delete': 0.6150000095367432}
44,17.665,1415098728,user_group-1,5.759791,,{'Load_Front_Page': 0.5750000476837158, 'Delete': 1.1740000247955322}
45,17.765,1415098728,user_group-2,5.805501,,{'Load_Front_Page': 0.6070001125335693, 'Delete': 1.187000036239624}
46,17.823,1415098728,user_group-2,5.757646,,{'Load_Front_Page': 0.5740001201629639, 'Delete': 1.1730000972747803}
47,17.834,1415098728,user_group-2,5.290549,,{'Load_Front_Page': 0.6340000629425049, 'Delete': 0.6430001258850098}
48,17.979,1415098728,user_group-2,5.872940,,{'Load_Front_Page': 0.556999921798706, 'Delete': 1.3070001602172852}
49,18.171,1415098728,user_group-2,5.956629,,{'Load_Front_Page': 0.5789999961853027, 'Delete': 1.3680000305175781}
50,18.264,1415098728,user_group-1,5.905938,,{'Load_Front_Page': 0.5889999866485596, 'Delete': 1.312000036239624}
51,18.278,1415098728,user_group-1,5.323601,,{'Load_Front_Page': 0.5929999351501465, 'Delete': 0.7130000591278076}
52,18.320,1415098729,user_group-1,5.919937,,{'Load_Front_Page': 0.5910000801086426, 'Delete': 1.3259999752044678}
53,18.363,1415098729,user_group-2,5.888857,,{'Load_Front_Page': 0.562999963760376, 'Delete': 1.315999984741211}
54,18.629,1415098729,user_group-2,6.131675,,{'Load_Front_Page': 0.5889999866485596, 'Delete': 1.5320000648498535}
55,18.730,1415098729,user_group-2,6.181237,,{'Load_Front_Page': 0.6419999599456787, 'Delete': 1.5230000019073486}
56,19.001,1415098729,user_group-1,5.989501,,{'Load_Front_Page': 0.6679999828338623, 'Delete': 1.311000108718872}
57,20.403,1415098731,user_group-1,7.183567,,{'Load_Front_Page': 0.5779998302459717, 'Delete': 2.5980000495910645}
58,20.722,1415098731,user_group-1,5.934003,,{'Load_Front_Page': 0.6129999160766602, 'Delete': 1.313000202178955}
59,21.762,1415098732,user_group-1,5.797401,,{'Load_Front_Page': 0.6010000705718994, 'Delete': 1.185999870300293}
60,22.780,1415098733,user_group-2,6.828454,,{'Load_Front_Page': 1.5810000896453857, 'Delete': 1.2350001335144043}
61,23.306,1415098734,user_group-1,5.825983,,{'Load_Front_Page': 0.5969998836517334, 'Delete': 1.2200000286102295}
62,23.337,1415098734,user_group-1,5.823832,,{'Load_Front_Page': 0.5950000286102295, 'Delete': 1.2159998416900635}
63,23.394,1415098734,user_group-1,5.728362,,{'Load_Front_Page': 0.568000078201294, 'Delete': 1.1510000228881836}
64,23.439,1415098734,user_group-2,5.819705,,{'Load_Front_Page': 0.5349998474121094, 'Delete': 1.2720000743865967}
65,23.576,1415098734,user_group-2,5.810997,,{'Load_Front_Page': 0.5770001411437988, 'Delete': 1.2239999771118164}
66,23.653,1415098734,user_group-2,5.289717,,{'Load_Front_Page': 0.5729999542236328, 'Delete': 0.7059998512268066}
67,23.655,1415098734,user_group-2,5.821521,,{'Load_Front_Page': 0.5950000286102295, 'Delete': 1.2159998416900635}
68,23.711,1415098734,user_group-2,5.888280,,{'Load_Front_Page': 0.5990002155303955, 'Delete': 1.2779998779296875}
69,23.933,1415098734,user_group-2,5.761740,,{'Load_Front_Page': 0.556999921798706, 'Delete': 1.1979999542236328}
70,24.051,1415098734,user_group-1,5.772640,,{'Load_Front_Page': 0.559999942779541, 'Delete': 1.2030000686645508}
71,24.086,1415098734,user_group-1,5.821437,,{'Load_Front_Page': 0.5910000801086426, 'Delete': 1.2200000286102295}
72,24.142,1415098734,user_group-1,5.821442,,{'Load_Front_Page': 0.5719997882843018, 'Delete': 1.238999843597412}
73,24.567,1415098735,user_group-2,5.836535,,{'Load_Front_Page': 0.6070001125335693, 'Delete': 1.2169997692108154}
74,24.818,1415098735,user_group-1,5.816781,,{'Load_Front_Page': 0.5880000591278076, 'Delete': 1.2209999561309814}
75,24.913,1415098735,user_group-2,6.933919,,{'Load_Front_Page': 0.6100001335144043, 'Delete': 2.312999963760376}
76,25.657,1415098736,user_group-2,7.028235,,{'Load_Front_Page': 0.5590000152587891, 'Delete': 2.4660000801086426}
77,26.135,1415098736,user_group-1,5.731154,,{'Load_Front_Page': 0.5810000896453857, 'Delete': 1.1419999599456787}
78,27.528,1415098738,user_group-1,5.766163,,{'Load_Front_Page': 0.5729999542236328, 'Delete': 1.183000087738037}
79,27.607,1415098738,user_group-1,6.885435,,{'Load_Front_Page': 0.5880000591278076, 'Delete': 2.2860000133514404}
80,28.550,1415098739,user_group-1,5.244390,,{'Load_Front_Page': 0.6119999885559082, 'Delete': 0.623999834060669}
81,28.565,1415098739,user_group-1,5.171428,,{'Load_Front_Page': 0.5740001201629639, 'Delete': 0.5880000591278076}
82,28.626,1415098739,user_group-2,5.846049,,{'Load_Front_Page': 0.6140000820159912, 'Delete': 1.2219998836517334}
83,29.078,1415098739,user_group-1,5.741602,,{'Load_Front_Page': 0.5580000877380371, 'Delete': 1.1749999523162842}
84,29.230,1415098739,user_group-2,5.791101,,{'Load_Front_Page': 0.5410001277923584, 'Delete': 1.2430000305175781}
