1,0.835,1415079904,user_group-2,0.639734,,{}
2,0.856,1415079904,user_group-1,0.651609,,{}
3,0.888,1415079904,user_group-2,0.687466,,{}
4,0.925,1415079904,user_group-1,0.726378,,{}
5,1.000,1415079904,user_group-1,0.809195,,{}
6,1.016,1415079904,user_group-2,0.817850,,{}
7,1.048,1415079904,user_group-1,0.848355,,{}
8,1.056,1415079904,user_group-2,0.865702,,{}
9,1.070,1415079904,user_group-2,0.856465,,{}
10,1.110,1415079904,user_group-2,0.914530,,{}
11,1.119,1415079904,user_group-2,0.915092,,{}
12,1.152,1415079904,user_group-2,0.944201,,{}
13,1.171,1415079904,user_group-2,0.959535,,{}
14,1.173,1415079904,user_group-1,0.977097,,{}
15,1.186,1415079904,user_group-1,0.989224,,{}
16,1.211,1415079904,user_group-2,1.008487,,{}
17,1.418,1415079904,user_group-2,0.581330,,{}
18,1.558,1415079905,user_group-1,0.700278,,{}
19,1.614,1415079905,user_group-2,0.725640,,{}
20,1.636,1415079905,user_group-1,0.711233,,{}
21,1.650,1415079905,user_group-1,0.650320,,{}
22,1.685,1415079905,user_group-2,0.668569,,{}
23,1.814,1415079905,user_group-1,0.765606,,{}
24,1.821,1415079905,user_group-2,0.764410,,{}
25,1.878,1415079905,user_group-1,1.667485,,{}
26,1.893,1415079905,user_group-2,0.822649,,{}
27,1.931,1415079905,user_group-2,0.820078,,{}
28,1.950,1415079905,user_group-1,1.743075,,{}
29,1.952,1415079905,user_group-2,0.832790,,{}
30,1.970,1415079905,user_group-1,1.756298,,{}
31,2.003,1415079905,user_group-1,1.800576,,{}
32,2.009,1415079905,user_group-2,0.856275,,{}
33,2.056,1415079905,user_group-2,0.845676,,{}
34,2.090,1415079905,user_group-1,0.904810,,{}
35,2.111,1415079905,user_group-1,0.937856,,{}
36,2.125,1415079905,user_group-2,0.954788,,{}
37,2.165,1415079905,user_group-2,0.746987,,{}
38,2.287,1415079905,user_group-2,0.673059,,{}
39,2.296,1415079905,user_group-1,0.738362,,{}
40,2.326,1415079905,user_group-1,0.675378,,{}
41,2.370,1415079905,user_group-1,0.733910,,{}
42,2.434,1415079905,user_group-2,0.613284,,{}
43,2.492,1415079906,user_group-1,0.677834,,{}
44,2.525,1415079906,user_group-1,0.647376,,{}
45,2.564,1415079906,user_group-2,0.671648,,{}
46,2.640,1415079906,user_group-1,0.637759,,{}
47,2.694,1415079906,user_group-1,0.743373,,{}
48,2.706,1415079906,user_group-2,0.775610,,{}
49,2.753,1415079906,user_group-2,0.799920,,{}
50,2.784,1415079906,user_group-2,0.775680,,{}
51,2.844,1415079906,user_group-1,0.754171,,{}
52,2.863,1415079906,user_group-1,0.753038,,{}
53,2.891,1415079906,user_group-2,0.834618,,{}
54,2.905,1415079906,user_group-2,0.741196,,{}
55,2.942,1415079906,user_group-2,0.816496,,{}
56,2.997,1415079906,user_group-2,0.710490,,{}
57,3.017,1415079906,user_group-1,0.647332,,{}
58,3.044,1415079906,user_group-1,0.718111,,{}
59,3.265,1415079906,user_group-1,0.771980,,{}
60,3.294,1415079906,user_group-2,1.608596,,{}
61,3.309,1415079906,user_group-2,0.744328,,{}
62,3.312,1415079906,user_group-1,0.670868,,{}
63,3.347,1415079906,user_group-1,0.821316,,{}
64,3.359,1415079906,user_group-2,0.925324,,{}
65,3.409,1415079906,user_group-2,0.702733,,{}
66,3.412,1415079906,user_group-1,0.718610,,{}
67,3.438,1415079906,user_group-2,0.685396,,{}
68,3.484,1415079907,user_group-2,0.699793,,{}
69,3.499,1415079907,user_group-1,0.653676,,{}
70,3.519,1415079907,user_group-2,0.627254,,{}
71,3.547,1415079907,user_group-1,0.682687,,{}
72,3.578,1415079907,user_group-2,0.671583,,{}
73,3.588,1415079907,user_group-2,0.645430,,{}
74,3.620,1415079907,user_group-2,0.623485,,{}
75,3.659,1415079907,user_group-1,0.640626,,{}
76,3.670,1415079907,user_group-1,0.626632,,{}
77,3.865,1415079907,user_group-1,0.600974,,{}
78,3.935,1415079907,user_group-2,0.626711,,{}
79,3.996,1415079907,user_group-1,0.683907,,{}
80,4.004,1415079907,user_group-2,0.710069,,{}
81,4.046,1415079907,user_group-1,1.749664,,{}
82,4.093,1415079907,user_group-1,0.746131,,{}
83,4.104,1415079907,user_group-2,0.694259,,{}
84,4.117,1415079907,user_group-2,0.678656,,{}
85,4.129,1415079907,user_group-2,0.769385,,{}
86,4.164,1415079907,user_group-1,0.751747,,{}
87,4.186,1415079907,user_group-2,0.702650,,{}
88,4.220,1415079907,user_group-1,0.722206,,{}
89,4.259,1415079907,user_group-1,0.711813,,{}
90,4.279,1415079907,user_group-2,0.691654,,{}
91,4.310,1415079907,user_group-2,0.791386,,{}
92,4.407,1415079907,user_group-2,0.828898,,{}
93,4.483,1415079908,user_group-2,0.862494,,{}
94,4.515,1415079908,user_group-1,0.856637,,{}
95,4.524,1415079908,user_group-1,0.853439,,{}
96,4.547,1415079908,user_group-1,0.681914,,{}
97,4.568,1415079908,user_group-2,0.632501,,{}
98,4.592,1415079908,user_group-1,0.596798,,{}
99,4.636,1415079908,user_group-2,0.631937,,{}
