1,6.177,1415098586,user_group-1,5.988228,,{'Load_Front_Page': 0.812999963760376, 'Search': 1.1419999599456787}
2,6.834,1415098586,user_group-1,6.662733,,{'Load_Front_Page': 0.6719999313354492, 'Search': 1.9560000896453857}
3,6.849,1415098586,user_group-2,6.673417,,{'Load_Front_Page': 0.7179999351501465, 'Search': 1.9399998188018799}
4,6.927,1415098586,user_group-2,6.750839,,{'Load_Front_Page': 0.9059998989105225, 'Search': 1.812999963760376}
5,6.974,1415098586,user_group-2,6.787331,,{'Load_Front_Page': 0.9690001010894775, 'Search': 1.7970001697540283}
6,7.052,1415098587,user_group-1,6.870486,,{'Load_Front_Page': 0.8600001335144043, 'Search': 1.9689998626708984}
7,7.068,1415098587,user_group-2,6.869530,,{'Load_Front_Page': 1.0309998989105225, 'Search': 1.7969999313354492}
8,7.131,1415098587,user_group-1,6.951338,,{'Load_Front_Page': 0.6869997978210449, 'Search': 2.2360000610351562}
9,7.162,1415098587,user_group-1,6.964606,,{'Load_Front_Page': 0.7809998989105225, 'Search': 2.1590001583099365}
10,7.193,1415098587,user_group-1,7.009598,,{'Load_Front_Page': 0.9850001335144043, 'Search': 2.000999927520752}
11,7.240,1415098587,user_group-2,7.061022,,{'Load_Front_Page': 0.6410000324249268, 'Search': 2.376999855041504}
12,7.302,1415098587,user_group-2,7.111444,,{'Load_Front_Page': 0.7190001010894775, 'Search': 2.360999822616577}
13,7.302,1415098587,user_group-2,7.107870,,{'Load_Front_Page': 0.8440001010894775, 'Search': 2.25}
14,7.318,1415098587,user_group-1,7.141746,,{'Load_Front_Page': 0.7969999313354492, 'Search': 2.2990000247955322}
15,7.349,1415098587,user_group-1,7.148189,,{'Load_Front_Page': 1.6410000324249268, 'Search': 1.4690001010894775}
16,8.704,1415098588,user_group-2,8.518973,,{'Load_Front_Page': 1.0160000324249268, 'Search': 3.4539999961853027}
17,8.876,1415098588,user_group-2,8.704565,,{'Load_Front_Page': 0.9679999351501465, 'Search': 3.7039999961853027}
18,8.954,1415098588,user_group-2,8.771709,,{'Load_Front_Page': 0.937999963760376, 'Search': 3.7980000972747803}
