105,36.630,1415106255,user_group-1,5.969580,,{'Add User': 1.3569998741149902, 'Load Add User Page': 0.5969998836517334}
106,36.663,1415106255,user_group-1,6.000868,,{'Add User': 1.3619999885559082, 'Load Add User Page': 0.621999979019165}
107,36.779,1415106255,user_group-2,5.861502,,{'Add User': 1.25, 'Load Add User Page': 0.6029999256134033}
108,36.948,1415106255,user_group-1,5.936428,,{'Add User': 1.3280000686645508, 'Load Add User Page': 0.5980000495910645}
109,37.084,1415106255,user_group-1,5.807013,,{'Add User': 1.2289998531341553, 'Load Add User Page': 0.568000078201294}
110,37.365,1415106256,user_group-2,5.810329,,{'Add User': 1.2319998741149902, 'Load Add User Page': 0.5690000057220459}
111,37.580,1415106256,user_group-2,5.942391,,{'Add User': 1.3229999542236328, 'Load Add User Page': 0.6090002059936523}
112,37.652,1415106256,user_group-2,6.005085,,{'Add User': 1.378000020980835, 'Load Add User Page': 0.6139998435974121}
113,37.710,1415106256,user_group-1,6.008723,,{'Add User': 1.437000036239624, 'Load Add User Page': 0.556999921798706}
114,37.719,1415106256,user_group-1,5.978680,,{'Add User': 1.4200000762939453, 'Load Add User Page': 0.5490000247955322}
115,37.736,1415106256,user_group-2,5.927729,,{'Add User': 1.3269999027252197, 'Load Add User Page': 0.5880000591278076}
116,37.799,1415106256,user_group-2,6.072362,,{'Add User': 1.4680001735687256, 'Load Add User Page': 0.5950000286102295}
117,37.810,1415106256,user_group-2,5.961178,,{'Add User': 1.371000051498413, 'Load Add User Page': 0.5799999237060547}
118,37.815,1415106256,user_group-2,5.870624,,{'Add User': 1.25, 'Load Add User Page': 0.6099998950958252}
119,37.838,1415106256,user_group-2,5.906882,,{'Add User': 1.3250000476837158, 'Load Add User Page': 0.5729999542236328}
120,38.414,1415106257,user_group-2,5.782153,,{'Add User': 1.2059998512268066, 'Load Add User Page': 0.5639998912811279}
121,40.704,1415106259,user_group-1,5.802893,,{'Add User': 1.2349998950958252, 'Load Add User Page': 0.5590000152587891}
122,41.089,1415106259,user_group-1,5.691288,,{'Add User': 1.1389999389648438, 'Load Add User Page': 0.5409998893737793}
123,41.698,1415106260,user_group-1,5.730291,,{'Add User': 1.1570000648498535, 'Load Add User Page': 0.562999963760376}
124,41.732,1415106260,user_group-1,5.732213,,{'Add User': 1.184999942779541, 'Load Add User Page': 0.5379998683929443}
125,42.414,1415106261,user_group-1,5.783331,,{'Add User': 1.1679999828338623, 'Load Add User Page': 0.6039998531341553}
126,42.453,1415106261,user_group-1,5.790238,,{'Add User': 1.1760001182556152, 'Load Add User Page': 0.6030001640319824}
127,42.610,1415106261,user_group-2,5.830391,,{'Add User': 1.2690000534057617, 'Load Add User Page': 0.5519998073577881}
128,42.754,1415106261,user_group-1,5.806309,,{'Add User': 1.244999885559082, 'Load Add User Page': 0.5529999732971191}
129,42.837,1415106261,user_group-1,5.753128,,{'Add User': 1.1749999523162842, 'Load Add User Page': 0.568000078201294}
130,43.355,1415106262,user_group-2,5.775649,,{'Add User': 1.1649999618530273, 'Load Add User Page': 0.5989999771118164}
131,43.482,1415106262,user_group-2,5.829175,,{'Add User': 1.193000078201294, 'Load Add User Page': 0.624000072479248}
132,43.518,1415106262,user_group-2,5.718712,,{'Add User': 1.1430001258850098, 'Load Add User Page': 0.5639998912811279}
133,43.534,1415106262,user_group-1,5.823062,,{'Add User': 1.2390000820159912, 'Load Add User Page': 0.5749998092651367}
134,43.576,1415106262,user_group-2,5.839443,,{'Add User': 1.2090001106262207, 'Load Add User Page': 0.621999979019165}
135,43.610,1415106262,user_group-1,5.889580,,{'Add User': 1.2630000114440918, 'Load Add User Page': 0.6180000305175781}
136,43.614,1415106262,user_group-2,5.804481,,{'Add User': 1.2029998302459717, 'Load Add User Page': 0.5910000801086426}
137,43.661,1415106262,user_group-2,5.845965,,{'Add User': 1.2070000171661377, 'Load Add User Page': 0.629000186920166}
138,43.723,1415106262,user_group-2,5.885283,,{'Add User': 1.244999885559082, 'Load Add User Page': 0.6329998970031738}
139,44.240,1415106263,user_group-2,5.825864,,{'Add User': 1.253999948501587, 'Load Add User Page': 0.559999942779541}
140,46.467,1415106265,user_group-1,5.762794,,{'Add User': 1.1710000038146973, 'Load Add User Page': 0.5809998512268066}
141,46.945,1415106265,user_group-1,5.856816,,{'Add User': 1.252000093460083, 'Load Add User Page': 0.5920000076293945}
142,47.480,1415106266,user_group-1,5.781201,,{'Add User': 1.1640000343322754, 'Load Add User Page': 0.6050000190734863}
143,47.508,1415106266,user_group-1,5.775054,,{'Add User': 1.2060000896453857, 'Load Add User Page': 0.562000036239624}
144,48.091,1415106266,user_group-1,5.676957,,{'Add User': 1.1299998760223389, 'Load Add User Page': 0.5360000133514404}
145,48.245,1415106267,user_group-1,5.791069,,{'Add User': 1.190999984741211, 'Load Add User Page': 0.5900001525878906}
146,48.390,1415106267,user_group-2,5.780079,,{'Add User': 1.2030000686645508, 'Load Add User Page': 0.567000150680542}
147,48.502,1415106267,user_group-1,5.747175,,{'Add User': 1.1640000343322754, 'Load Add User Page': 0.5709998607635498}
148,48.584,1415106267,user_group-1,5.746568,,{'Add User': 1.1579999923706055, 'Load Add User Page': 0.5780000686645508}
149,48.639,1415106267,user_group-2,5.157284,,{'Add User': 0.5789999961853027, 'Load Add User Page': 0.5690000057220459}
150,48.706,1415106267,user_group-2,5.188548,,{'Add User': 0.6059999465942383, 'Load Add User Page': 0.5720000267028809}
151,49.148,1415106267,user_group-2,5.792424,,{'Add User': 1.1720001697540283, 'Load Add User Page': 0.6109998226165771}
152,49.351,1415106268,user_group-1,5.817666,,{'Add User': 1.2330000400543213, 'Load Add User Page': 0.5770001411437988}
153,49.373,1415106268,user_group-2,5.797518,,{'Add User': 1.1689999103546143, 'Load Add User Page': 0.6169998645782471}
154,49.416,1415106268,user_group-2,5.801639,,{'Add User': 1.1629998683929443, 'Load Add User Page': 0.628000020980835}
155,49.509,1415106268,user_group-1,5.898982,,{'Add User': 1.2799999713897705, 'Load Add User Page': 0.6059999465942383}
156,49.525,1415106268,user_group-2,5.863439,,{'Add User': 1.241999864578247, 'Load Add User Page': 0.6109998226165771}
157,49.578,1415106268,user_group-2,5.854325,,{'Add User': 1.2269999980926514, 'Load Add User Page': 0.6180000305175781}
158,50.030,1415106268,user_group-2,5.790180,,{'Add User': 1.193000078201294, 'Load Add User Page': 0.5829999446868896}
159,52.276,1415106271,user_group-1,5.808584,,{'Add User': 1.251000165939331, 'Load Add User Page': 0.5460000038146973}
160,52.754,1415106271,user_group-1,5.807996,,{'Add User': 1.192000150680542, 'Load Add User Page': 0.6050000190734863}
161,53.317,1415106272,user_group-1,5.837221,,{'Add User': 1.1990001201629639, 'Load Add User Page': 0.628000020980835}
162,53.396,1415106272,user_group-1,5.887950,,{'Add User': 1.2720000743865967, 'Load Add User Page': 0.6029999256134033}
163,54.055,1415106272,user_group-1,5.809816,,{'Add User': 1.1949999332427979, 'Load Add User Page': 0.6030001640319824}
164,54.305,1415106273,user_group-1,5.803288,,{'Add User': 1.2170000076293945, 'Load Add User Page': 0.5739998817443848}
165,54.364,1415106273,user_group-1,5.780370,,{'Add User': 1.2279999256134033, 'Load Add User Page': 0.5420000553131104}
166,54.425,1415106273,user_group-2,5.785504,,{'Add User': 1.1850001811981201, 'Load Add User Page': 0.5880000591278076}
167,54.496,1415106273,user_group-2,5.789182,,{'Add User': 1.185999870300293, 'Load Add User Page': 0.5920000076293945}
168,54.736,1415106273,user_group-1,6.644649,,{'Add User': 2.057999849319458, 'Load Add User Page': 0.5740001201629639}
169,54.947,1415106273,user_group-2,5.799210,,{'Add User': 1.2009999752044678, 'Load Add User Page': 0.5880000591278076}
170,55.108,1415106273,user_group-1,5.756721,,{'Add User': 1.1719999313354492, 'Load Add User Page': 0.5799999237060547}
171,55.123,1415106273,user_group-2,5.749986,,{'Add User': 1.1589999198913574, 'Load Add User Page': 0.5850000381469727}
172,55.292,1415106274,user_group-1,5.783747,,{'Add User': 1.1979999542236328, 'Load Add User Page': 0.5699999332427979}
173,55.315,1415106274,user_group-2,5.899006,,{'Add User': 1.2880001068115234, 'Load Add User Page': 0.6069998741149902}
174,55.329,1415106274,user_group-2,5.804366,,{'Add User': 1.2180001735687256, 'Load Add User Page': 0.5750000476837158}
175,55.367,1415106274,user_group-2,5.789215,,{'Add User': 1.2049999237060547, 'Load Add User Page': 0.5759999752044678}
176,55.789,1415106274,user_group-2,5.758172,,{'Add User': 1.1959998607635498, 'Load Add User Page': 0.5520000457763672}
177,57.161,1415106275,user_group-2,8.770794,,{'Add User': 4.2170000076293945, 'Load Add User Page': 0.5450000762939453}
178,58.042,1415106276,user_group-1,5.765574,,{'Add User': 1.1569998264312744, 'Load Add User Page': 0.5969998836517334}
179,58.495,1415106277,user_group-1,5.740808,,{'Add User': 1.1480000019073486, 'Load Add User Page': 0.5810000896453857}
180,59.112,1415106277,user_group-1,5.794973,,{'Add User': 1.2150001525878906, 'Load Add User Page': 0.5690000057220459}
181,59.141,1415106277,user_group-1,5.744797,,{'Add User': 1.1929998397827148, 'Load Add User Page': 0.5369999408721924}
182,59.832,1415106278,user_group-1,5.776962,,{'Add User': 1.1719999313354492, 'Load Add User Page': 0.5930001735687256}
183,60.040,1415106278,user_group-1,5.734892,,{'Add User': 1.1779999732971191, 'Load Add User Page': 0.5460000038146973}
184,60.108,1415106278,user_group-1,5.743442,,{'Add User': 1.1519999504089355, 'Load Add User Page': 0.5779998302459717}
185,60.261,1415106279,user_group-2,5.836654,,{'Add User': 1.2100000381469727, 'Load Add User Page': 0.6169998645782471}
186,60.316,1415106279,user_group-2,5.819837,,{'Add User': 1.2030000686645508, 'Load Add User Page': 0.6059999465942383}
187,60.530,1415106279,user_group-1,5.793979,,{'Add User': 1.189000129699707, 'Load Add User Page': 0.5949997901916504}
188,60.734,1415106279,user_group-2,5.787028,,{'Add User': 1.2149999141693115, 'Load Add User Page': 0.562000036239624}
189,60.894,1415106279,user_group-2,5.770895,,{'Add User': 1.190999984741211, 'Load Add User Page': 0.570000171661377}
190,60.938,1415106279,user_group-1,5.829817,,{'Add User': 1.25, 'Load Add User Page': 0.568000078201294}
191,60.975,1415106279,user_group-2,23.610594,<urlopen error [Errno 10060] A connection attempt failed because the connected party did not properly respond after a period of time or established connection failed because connected host has failed to respond>,{'Add User': 1.2319998741149902, 'Load Add User Page': 0.5909998416900635}
192,61.069,1415106279,user_group-1,5.775963,,{'Add User': 1.190999984741211, 'Load Add User Page': 0.5749998092651367}
193,61.078,1415106279,user_group-2,5.748934,,{'Add User': 1.1400001049041748, 'Load Add User Page': 0.5989999771118164}
194,61.137,1415106279,user_group-2,5.769710,,{'Add User': 1.187000036239624, 'Load Add User Page': 0.5739998817443848}
195,61.162,1415106279,user_group-2,5.846988,,{'Add User': 1.2379999160766602, 'Load Add User Page': 0.5989999771118164}
196,61.519,1415106280,user_group-2,5.730144,,{'Add User': 1.1059999465942383, 'Load Add User Page': 0.6119999885559082}
197,63.040,1415106281,user_group-2,5.879479,,{'Add User': 1.2939999103546143, 'Load Add User Page': 0.5750000476837158}
198,63.754,1415106282,user_group-1,5.712873,,{'Add User': 1.1549999713897705, 'Load Add User Page': 0.5480000972747803}
199,64.541,1415106283,user_group-1,6.046392,,{'Add User': 1.4519999027252197, 'Load Add User Page': 0.5819997787475586}
200,64.894,1415106283,user_group-1,5.781382,,{'Add User': 1.2219998836517334, 'Load Add User Page': 0.5490000247955322}
201,64.947,1415106283,user_group-1,5.806465,,{'Add User': 1.187000036239624, 'Load Add User Page': 0.6099998950958252}
202,65.263,1415106284,user_group-1,5.154755,,{'Add User': 0.5860002040863037, 'Load Add User Page': 0.557999849319458}
203,65.544,1415106284,user_group-1,5.712295,,{'Add User': 1.1400001049041748, 'Load Add User Page': 0.562000036239624}
204,65.796,1415106284,user_group-1,5.755826,,{'Add User': 1.1610000133514404, 'Load Add User Page': 0.5829999446868896}
205,66.126,1415106284,user_group-2,5.864790,,{'Add User': 1.24399995803833, 'Load Add User Page': 0.6119999885559082}
206,66.253,1415106285,user_group-2,5.936897,,{'Add User': 1.3350000381469727, 'Load Add User Page': 0.5920000076293945}
207,66.385,1415106285,user_group-1,5.855322,,{'Add User': 1.2679998874664307, 'Load Add User Page': 0.5769999027252197}
208,66.538,1415106285,user_group-2,5.802939,,{'Add User': 1.241999864578247, 'Load Add User Page': 0.5499999523162842}
209,66.858,1415106285,user_group-2,5.963499,,{'Add User': 1.3600001335144043, 'Load Add User Page': 0.5840001106262207}
210,66.913,1415106285,user_group-1,5.975127,,{'Add User': 1.366999864578247, 'Load Add User Page': 0.5999999046325684}
211,66.979,1415106285,user_group-2,5.900441,,{'Add User': 1.3400001525878906, 'Load Add User Page': 0.5520000457763672}
212,67.040,1415106285,user_group-2,6.064482,,{'Add User': 1.4720001220703125, 'Load Add User Page': 0.5829999446868896}
213,67.062,1415106285,user_group-2,5.925051,,{'Add User': 1.3389999866485596, 'Load Add User Page': 0.5760002136230469}
214,67.092,1415106285,user_group-1,6.022993,,{'Add User': 1.3869998455047607, 'Load Add User Page': 0.626000165939331}
215,67.100,1415106285,user_group-2,5.937401,,{'Add User': 1.383000135421753, 'Load Add User Page': 0.5429999828338623}
216,67.498,1415106286,user_group-2,5.979281,,{'Add User': 1.3829998970031738, 'Load Add User Page': 0.5820000171661377}
217,68.871,1415106287,user_group-2,5.829988,,{'Add User': 1.2379999160766602, 'Load Add User Page': 0.5810000896453857}
218,69.600,1415106288,user_group-1,5.845272,,{'Add User': 1.2380001544952393, 'Load Add User Page': 0.5959999561309814}
219,70.330,1415106289,user_group-1,5.789062,,{'Add User': 1.2160000801086426, 'Load Add User Page': 0.5639998912811279}
220,70.696,1415106289,user_group-1,5.802259,,{'Add User': 1.1770000457763672, 'Load Add User Page': 0.6139998435974121}
221,70.775,1415106289,user_group-1,5.828133,,{'Add User': 1.195000171661377, 'Load Add User Page': 0.624000072479248}
222,71.067,1415106289,user_group-1,5.803792,,{'Add User': 1.2139999866485596, 'Load Add User Page': 0.5779998302459717}
223,71.380,1415106290,user_group-1,5.836118,,{'Add User': 1.2400000095367432, 'Load Add User Page': 0.5819997787475586}
224,71.646,1415106290,user_group-1,5.850254,,{'Add User': 1.2360000610351562, 'Load Add User Page': 0.6029999256134033}
225,71.933,1415106290,user_group-2,5.806033,,{'Add User': 1.187000036239624, 'Load Add User Page': 0.6080000400543213}
226,72.105,1415106290,user_group-1,5.719584,,{'Add User': 1.130000114440918, 'Load Add User Page': 0.5799999237060547}
227,72.155,1415106290,user_group-2,5.902238,,{'Add User': 1.2699999809265137, 'Load Add User Page': 0.6180000305175781}
228,72.295,1415106291,user_group-2,5.757523,,{'Add User': 1.1979999542236328, 'Load Add User Page': 0.5490000247955322}
229,72.644,1415106291,user_group-2,5.784727,,{'Add User': 1.187999963760376, 'Load Add User Page': 0.5820000171661377}
230,72.730,1415106291,user_group-2,5.750908,,{'Add User': 1.1630001068115234, 'Load Add User Page': 0.5789999961853027}
231,72.763,1415106291,user_group-1,5.849292,,{'Add User': 1.2079999446868896, 'Load Add User Page': 0.6329998970031738}
232,72.799,1415106291,user_group-2,5.758629,,{'Add User': 1.1500000953674316, 'Load Add User Page': 0.5979998111724854}
233,72.993,1415106291,user_group-2,5.930949,,{'Add User': 1.309000015258789, 'Load Add User Page': 0.6100001335144043}
234,73.019,1415106291,user_group-2,5.919073,,{'Add User': 1.307999849319458, 'Load Add User Page': 0.6000001430511475}
