1,5.798,1415106224,user_group-1,5.609665,,{'Add User': 0.5980000495910645, 'Load Add User Page': 1.003000020980835}
2,5.836,1415106224,user_group-1,5.644546,,{'Add User': 0.5989999771118164, 'Load Add User Page': 1.0380001068115234}
3,5.844,1415106224,user_group-2,5.652659,,{'Add User': 0.623999834060669, 'Load Add User Page': 1.0199999809265137}
4,5.877,1415106224,user_group-2,5.670382,,{'Add User': 0.5969998836517334, 'Load Add User Page': 1.062000036239624}
5,6.321,1415106225,user_group-2,6.127714,,{'Add User': 1.1519999504089355, 'Load Add User Page': 0.9660000801086426}
6,6.465,1415106225,user_group-2,6.264501,,{'Add User': 1.2620000839233398, 'Load Add User Page': 0.9900000095367432}
7,6.493,1415106225,user_group-1,6.303969,,{'Add User': 1.2330000400543213, 'Load Add User Page': 1.062999963760376}
8,6.528,1415106225,user_group-2,6.339991,,{'Add User': 1.2599999904632568, 'Load Add User Page': 1.0720000267028809}
9,6.553,1415106225,user_group-1,6.370029,,{'Add User': 1.2620000839233398, 'Load Add User Page': 1.0940001010894775}
10,6.570,1415106225,user_group-2,6.374850,,{'Add User': 1.249000072479248, 'Load Add User Page': 1.1159999370574951}
11,6.577,1415106225,user_group-2,6.379805,,{'Add User': 1.2769999504089355, 'Load Add User Page': 1.0910000801086426}
12,6.637,1415106225,user_group-2,6.454124,,{'Add User': 1.246999979019165, 'Load Add User Page': 1.1970000267028809}
13,6.654,1415106225,user_group-1,6.461004,,{'Add User': 1.306999921798706, 'Load Add User Page': 1.1449999809265137}
14,6.670,1415106225,user_group-1,6.463451,,{'Add User': 1.303999900817871, 'Load Add User Page': 1.1499998569488525}
15,6.708,1415106225,user_group-1,6.511136,,{'Add User': 1.3470001220703125, 'Load Add User Page': 1.1529998779296875}
16,6.739,1415106225,user_group-1,6.543404,,{'Add User': 1.309000015258789, 'Load Add User Page': 1.2230000495910645}
17,6.792,1415106225,user_group-2,6.603002,,{'Add User': 1.3659999370574951, 'Load Add User Page': 1.2289998531341553}
18,6.800,1415106225,user_group-1,6.599820,,{'Add User': 1.4019999504089355, 'Load Add User Page': 1.187000036239624}
19,7.339,1415106226,user_group-2,7.136203,,{'Add User': 1.253000020980835, 'Load Add User Page': 1.8700001239776611}
20,7.350,1415106226,user_group-1,7.146671,,{'Add User': 1.253000020980835, 'Load Add User Page': 1.88100004196167}
21,11.004,1415106229,user_group-1,5.168411,,{'Add User': 0.6039998531341553, 'Load Add User Page': 0.554999828338623}
22,11.672,1415106230,user_group-2,5.795404,,{'Add User': 1.2269999980926514, 'Load Add User Page': 0.562000036239624}
23,11.703,1415106230,user_group-1,5.903853,,{'Add User': 1.312000036239624, 'Load Add User Page': 0.5809998512268066}
24,11.728,1415106230,user_group-2,5.882880,,{'Add User': 1.305999994277954, 'Load Add User Page': 0.5639998912811279}
25,12.007,1415106230,user_group-1,5.514251,,{'Add User': 0.9360001087188721, 'Load Add User Page': 0.567000150680542}
26,12.096,1415106230,user_group-1,5.542650,,{'Add User': 0.9219999313354492, 'Load Add User Page': 0.6119999885559082}
27,12.137,1415106230,user_group-1,5.483196,,{'Add User': 0.9040000438690186, 'Load Add User Page': 0.5669999122619629}
28,12.148,1415106230,user_group-1,5.408768,,{'Add User': 0.8329999446868896, 'Load Add User Page': 0.5659999847412109}
29,12.152,1415106230,user_group-2,5.830362,,{'Add User': 1.252000093460083, 'Load Add User Page': 0.5690000057220459}
30,12.745,1415106231,user_group-2,6.174418,,{'Add User': 1.6040000915527344, 'Load Add User Page': 0.5630002021789551}
31,12.812,1415106231,user_group-2,6.347126,,{'Add User': 1.6449999809265137, 'Load Add User Page': 0.6929998397827148}
32,12.843,1415106231,user_group-2,6.205512,,{'Add User': 1.6480000019073486, 'Load Add User Page': 0.5460000038146973}
33,12.858,1415106231,user_group-2,6.280613,,{'Add User': 1.6590001583099365, 'Load Add User Page': 0.6150000095367432}
34,12.891,1415106231,user_group-2,6.362568,,{'Add User': 1.7129998207092285, 'Load Add User Page': 0.6330001354217529}
35,12.924,1415106231,user_group-1,6.123983,,{'Add User': 1.5450000762939453, 'Load Add User Page': 0.570000171661377}
36,12.942,1415106231,user_group-2,6.150586,,{'Add User': 1.5749998092651367, 'Load Add User Page': 0.5669999122619629}
37,12.951,1415106231,user_group-1,6.242430,,{'Add User': 1.61899995803833, 'Load Add User Page': 0.6130001544952393}
38,12.982,1415106231,user_group-1,6.311863,,{'Add User': 1.6589999198913574, 'Load Add User Page': 0.6420001983642578}
39,13.074,1415106231,user_group-2,5.734141,,{'Add User': 1.1600000858306885, 'Load Add User Page': 0.5649998188018799}
40,13.163,1415106231,user_group-1,5.812797,,{'Add User': 1.2599999904632568, 'Load Add User Page': 0.5439999103546143}
41,16.774,1415106235,user_group-1,5.769592,,{'Add User': 1.2079999446868896, 'Load Add User Page': 0.5529999732971191}
42,17.363,1415106236,user_group-1,5.215007,,{'Add User': 0.6089999675750732, 'Load Add User Page': 0.5959999561309814}
43,17.478,1415106236,user_group-2,5.806009,,{'Add User': 1.2200000286102295, 'Load Add User Page': 0.5740001201629639}
44,17.570,1415106236,user_group-2,5.842197,,{'Add User': 1.2430000305175781, 'Load Add User Page': 0.5889999866485596}
45,17.589,1415106236,user_group-1,5.886597,,{'Add User': 1.2669999599456787, 'Load Add User Page': 0.6080000400543213}
46,17.878,1415106236,user_group-1,5.782530,,{'Add User': 1.2130000591278076, 'Load Add User Page': 0.5580000877380371}
47,17.918,1415106236,user_group-1,5.911222,,{'Add User': 1.261000156402588, 'Load Add User Page': 0.6389999389648438}
48,17.939,1415106236,user_group-2,5.194103,,{'Add User': 0.630000114440918, 'Load Add User Page': 0.5509998798370361}
49,17.973,1415106236,user_group-1,5.835200,,{'Add User': 1.2829999923706055, 'Load Add User Page': 0.5420000553131104}
50,18.001,1415106236,user_group-2,5.848946,,{'Add User': 1.2670001983642578, 'Load Add User Page': 0.5720000267028809}
51,18.109,1415106236,user_group-1,5.185254,,{'Add User': 0.6050000190734863, 'Load Add User Page': 0.5720000267028809}
52,18.161,1415106236,user_group-2,5.218437,,{'Add User': 0.6030001640319824, 'Load Add User Page': 0.6089999675750732}
53,18.167,1415106236,user_group-1,5.185402,,{'Add User': 0.6369998455047607, 'Load Add User Page': 0.5399999618530273}
54,18.675,1415106237,user_group-2,5.863007,,{'Add User': 1.2750000953674316, 'Load Add User Page': 0.5789999961853027}
55,18.733,1415106237,user_group-2,5.875425,,{'Add User': 1.2799999713897705, 'Load Add User Page': 0.5859999656677246}
56,18.764,1415106237,user_group-2,5.921319,,{'Add User': 1.3369998931884766, 'Load Add User Page': 0.5750000476837158}
57,18.802,1415106237,user_group-2,5.910676,,{'Add User': 1.2989997863769531, 'Load Add User Page': 0.6029999256134033}
58,18.847,1415106237,user_group-1,5.896288,,{'Add User': 1.2769999504089355, 'Load Add User Page': 0.6140000820159912}
59,18.870,1415106237,user_group-2,5.796497,,{'Add User': 1.190000057220459, 'Load Add User Page': 0.5959999561309814}
60,18.983,1415106237,user_group-1,5.820183,,{'Add User': 1.2269999980926514, 'Load Add User Page': 0.5820000171661377}
61,23.003,1415106241,user_group-1,6.229512,,{'Add User': 1.6760001182556152, 'Load Add User Page': 0.5429999828338623}
62,23.651,1415106242,user_group-1,5.772428,,{'Add User': 1.1979999542236328, 'Load Add User Page': 0.5610001087188721}
63,24.272,1415106243,user_group-1,6.908870,,{'Add User': 2.3320000171661377, 'Load Add User Page': 0.5659999847412109}
64,24.286,1415106243,user_group-2,6.807251,,{'Add User': 2.251000165939331, 'Load Add User Page': 0.5469999313354492}
65,24.557,1415106243,user_group-1,5.709965,,{'Add User': 1.0969998836517334, 'Load Add User Page': 0.6030001640319824}
66,24.557,1415106243,user_group-1,5.574325,,{'Add User': 1.003999948501587, 'Load Add User Page': 0.5590000152587891}
67,24.863,1415106243,user_group-2,6.923918,,{'Add User': 2.3430001735687256, 'Load Add User Page': 0.5699999332427979}
68,24.875,1415106243,user_group-1,6.765927,,{'Add User': 2.2079999446868896, 'Load Add User Page': 0.5460000038146973}
69,24.875,1415106243,user_group-1,6.902345,,{'Add User': 2.3350000381469727, 'Load Add User Page': 0.557999849319458}
70,24.875,1415106243,user_group-1,6.956476,,{'Add User': 2.373000144958496, 'Load Add User Page': 0.5709998607635498}
71,25.465,1415106244,user_group-1,7.297796,,{'Add User': 2.697999954223633, 'Load Add User Page': 0.5880000591278076}
72,25.476,1415106244,user_group-1,7.886547,,{'Add User': 3.3360002040863037, 'Load Add User Page': 0.5419998168945312}
73,25.486,1415106244,user_group-2,7.325056,,{'Add User': 2.734999895095825, 'Load Add User Page': 0.5789999961853027}
74,25.491,1415106244,user_group-2,6.757588,,{'Add User': 2.190999984741211, 'Load Add User Page': 0.5570001602172852}
75,25.494,1415106244,user_group-2,6.819338,,{'Add User': 2.2250001430511475, 'Load Add User Page': 0.5829999446868896}
76,25.582,1415106244,user_group-2,8.011646,,{'Add User': 3.42900013923645, 'Load Add User Page': 0.5740001201629639}
77,25.583,1415106244,user_group-2,6.818452,,{'Add User': 2.2339999675750732, 'Load Add User Page': 0.5760002136230469}
78,25.583,1415106244,user_group-2,6.712416,,{'Add User': 2.115999937057495, 'Load Add User Page': 0.5840001106262207}
79,25.584,1415106244,user_group-2,6.782345,,{'Add User': 2.2200000286102295, 'Load Add User Page': 0.5499999523162842}
80,26.805,1415106245,user_group-2,8.804184,,{'Add User': 4.21399998664856, 'Load Add User Page': 0.5789999961853027}
81,29.084,1415106247,user_group-1,6.080065,,{'Add User': 1.2950000762939453, 'Load Add User Page': 0.7760000228881836}
82,29.526,1415106248,user_group-1,5.875049,,{'Add User': 1.2310001850128174, 'Load Add User Page': 0.6329998970031738}
83,30.086,1415106248,user_group-1,5.814589,,{'Add User': 1.1690001487731934, 'Load Add User Page': 0.6379997730255127}
84,30.105,1415106248,user_group-1,5.227348,,{'Add User': 0.5920000076293945, 'Load Add User Page': 0.6159999370574951}
85,30.661,1415106249,user_group-1,6.103037,,{'Add User': 1.5520000457763672, 'Load Add User Page': 0.5439999103546143}
86,30.662,1415106249,user_group-1,6.104394,,{'Add User': 1.5139999389648438, 'Load Add User Page': 0.5799999237060547}
87,30.918,1415106249,user_group-2,6.054591,,{'Add User': 1.49399995803833, 'Load Add User Page': 0.5499999523162842}
88,31.011,1415106249,user_group-1,6.135520,,{'Add User': 1.505000114440918, 'Load Add User Page': 0.6100001335144043}
89,31.277,1415106250,user_group-1,6.401292,,{'Add User': 1.7569999694824219, 'Load Add User Page': 0.6210000514984131}
90,31.554,1415106250,user_group-2,6.068085,,{'Add User': 1.4010000228881836, 'Load Add User Page': 0.6559998989105225}
91,31.637,1415106250,user_group-2,6.145246,,{'Add User': 1.4910001754760742, 'Load Add User Page': 0.6419999599456787}
92,31.647,1415106250,user_group-2,6.064248,,{'Add User': 1.370999813079834, 'Load Add User Page': 0.6720001697540283}
93,31.701,1415106250,user_group-1,6.235696,,{'Add User': 1.5440001487731934, 'Load Add User Page': 0.6809999942779541}
94,31.726,1415106250,user_group-2,6.142137,,{'Add User': 1.3329999446868896, 'Load Add User Page': 0.7819998264312744}
95,31.741,1415106250,user_group-1,6.264139,,{'Add User': 1.4950001239776611, 'Load Add User Page': 0.7560000419616699}
96,31.808,1415106250,user_group-2,6.312933,,{'Add User': 1.5319998264312744, 'Load Add User Page': 0.7560000419616699}
97,31.849,1415106250,user_group-2,6.266859,,{'Add User': 1.4620001316070557, 'Load Add User Page': 0.7869999408721924}
98,31.931,1415106250,user_group-2,6.347437,,{'Add User': 1.5380001068115234, 'Load Add User Page': 0.7820000648498535}
99,31.944,1415106250,user_group-2,7.658398,,{'Add User': 1.3970000743865967, 'Load Add User Page': 2.255000114440918}
100,32.632,1415106251,user_group-2,5.826626,,{'Add User': 1.1720001697540283, 'Load Add User Page': 0.6449999809265137}
101,34.902,1415106253,user_group-1,5.817779,,{'Add User': 1.2000000476837158, 'Load Add User Page': 0.6080000400543213}
102,35.397,1415106254,user_group-1,5.870996,,{'Add User': 1.2860000133514404, 'Load Add User Page': 0.5799999237060547}
103,35.968,1415106254,user_group-1,5.881315,,{'Add User': 1.2739999294281006, 'Load Add User Page': 0.5939998626708984}
104,36.000,1415106254,user_group-1,5.894825,,{'Add User': 1.3370001316070557, 'Load Add User Page': 0.5460000038146973}
